date,temperature,humidity,wind_speed,pressure,cloud_cover,precipitation,temperature_min,temperature_max,temp_range,temp_hourly_std,hdh_18c,hdh_15c,hours_below_0c,wind_chill_mean,wind_chill_min
2025-01-09 07:00:00,7.570833333333333,89.54166666666667,11.741666666666667,1018.8583333333332,5.041666666666667,0.0,5.8,11.2,5.3999999999999995,1.7309156075845264,250.3,178.29999999999998,0,6.396666666666667,4.3500000000000005
2025-01-10 07:00:00,7.329166666666667,86.54166666666667,17.3,1013.2375000000001,7.083333333333333,0.0,5.0,11.3,6.300000000000001,1.8111920568141486,256.1,184.1,0,5.599166666666666,3.38
2025-01-11 07:00:00,3.283333333333333,81.25,12.816666666666668,1015.1708333333332,8.0,2.7,-0.4,8.2,8.6,2.765103452214632,353.2,281.2,2,2.0016666666666665,-1.1600000000000001
2025-01-12 07:00:00,-0.12499999999999996,83.79166666666667,3.983333333333333,1022.0124999999999,5.333333333333333,0.6000000000000001,-2.4,3.2,5.6,1.7759871719082345,435.0,363.0,15,-0.5233333333333333,-3.02
2025-01-13 07:00:00,-1.4083333333333332,83.91666666666667,8.583333333333334,1030.7124999999999,4.25,0.0,-3.0,2.8,5.8,1.824451476034865,465.8,393.8,19,-2.2666666666666666,-4.12
2025-01-14 07:00:00,-2.3041666666666667,74.125,13.716666666666667,1030.5125,4.791666666666667,0.0,-4.1,0.6,4.699999999999999,1.559676434299802,487.3,415.3,20,-3.6758333333333333,-5.789999999999999
2025-01-15 07:00:00,-1.9124999999999999,73.41666666666667,11.229166666666666,1025.5874999999999,3.5833333333333335,0.0,-4.3,1.9,6.199999999999999,2.0564453290336577,477.9,405.9,19,-3.0354166666666664,-5.85
2025-01-16 07:00:00,1.1500000000000001,83.41666666666667,14.095833333333333,1029.6458333333333,7.708333333333333,0.0,-0.1,3.4,3.5,1.1579592243327876,404.4,332.4,1,-0.2595833333333334,-1.51
2025-01-17 07:00:00,1.5958333333333332,90.41666666666667,16.458333333333332,1025.3374999999999,8.0,0.3,0.7,2.6,1.9000000000000001,0.5528418019388678,393.7,321.7,0,-0.0500000000000001,-0.9600000000000002
2025-01-18 07:00:00,1.95,92.375,17.820833333333333,1019.4583333333334,8.0,0.6,1.0,2.8,1.7999999999999998,0.43238469184180234,385.2,313.2,0,0.1679166666666666,-0.33000000000000007
2025-01-19 07:00:00,1.05,75.375,17.2,1020.9458333333333,3.75,0.0,-2.3,4.7,7.0,2.3329399254271794,406.8,334.8,9,-0.67,-3.2199999999999998
2025-01-20 07:00:00,1.4666666666666668,84.5,11.879166666666668,1024.6583333333333,5.625,0.0,-2.0,5.6,7.6,1.9412382123535097,396.8,324.8,3,0.2787499999999999,-3.12
2025-01-21 07:00:00,0.8958333333333334,83.625,11.895833333333334,1026.825,7.958333333333333,0.0,0.1,2.4,2.3,0.7315731510671499,410.5,338.5,0,-0.29375,-1.15
2025-01-22 07:00:00,1.1583333333333334,80.375,15.558333333333332,1022.7375000000001,8.0,0.0,0.4,2.4,2.0,0.6344574311047652,404.2,332.2,0,-0.39750000000000013,-1.04
2025-01-23 07:00:00,1.4083333333333332,91.5,10.4125,1019.6458333333334,7.958333333333333,0.9,0.3,3.5,3.2,0.9375809143825895,398.2,326.2,0,0.3670833333333334,-1.25
2025-01-24 07:00:00,2.558333333333333,98.66666666666667,8.200000000000001,1020.625,8.0,0.0,0.8,5.0,4.2,1.1244000010311457,370.6,298.6,0,1.7383333333333333,0.07999999999999996
2025-01-25 07:00:00,4.345833333333333,96.54166666666667,9.129166666666666,1025.8708333333334,7.75,0.7,2.5,6.8,4.3,1.0159506863531564,327.7,255.7,0,3.432916666666667,1.56
2025-01-26 07:00:00,4.470833333333333,91.625,15.475,1027.7541666666666,8.0,0.0,2.3,7.7,5.4,1.8321949693733741,324.7,252.7,0,2.9233333333333333,0.8499999999999999
2025-01-27 07:00:00,5.133333333333334,90.33333333333333,14.404166666666667,1023.1708333333332,6.583333333333333,0.0,2.3,9.4,7.1000000000000005,1.9885906450607653,308.8,236.79999999999998,0,3.6929166666666666,0.8599999999999997
2025-01-28 07:00:00,6.4750000000000005,89.83333333333333,14.883333333333333,1020.6,8.0,0.0,4.8,9.1,4.3,1.352051581213109,276.6,204.6,0,4.986666666666666,3.2199999999999998
2025-01-29 07:00:00,7.4624999999999995,88.66666666666667,14.354166666666666,1021.4166666666666,4.916666666666667,0.0,5.5,11.6,6.1,1.8170239643319301,252.9,180.9,0,6.027083333333334,3.92
2025-01-30 07:00:00,7.891666666666667,91.25,7.5125,1025.5291666666667,7.916666666666667,0.0,6.3,10.5,4.2,1.388748785204075,242.6,170.6,0,7.140416666666667,5.46
2025-01-31 07:00:00,7.533333333333334,86.79166666666667,6.1625000000000005,1025.7583333333334,8.0,0.0,6.2,10.1,3.8999999999999995,1.3463853917762196,251.20000000000002,179.2,0,6.917083333333333,5.19
2025-02-01 07:00:00,4.566666666666666,92.95833333333333,13.479166666666666,1024.2208333333333,5.958333333333333,4.7,-0.8,6.8,7.6,2.578450270434054,322.4,250.4,2,3.21875,-1.84
2025-02-02 07:00:00,1.6125,75.66666666666667,8.195833333333333,1024.6375,6.5,0.2,-1.6,5.5,7.1,2.06551656871887,393.3,321.3,7,0.7929166666666667,-2.46
2025-02-03 07:00:00,-0.07499999999999997,88.70833333333333,10.799999999999999,1019.9666666666667,7.458333333333333,3.7,-3.1,1.6,4.7,1.5748705950980062,433.8,361.8,8,-1.155,-4.470000000000001
2025-02-04 07:00:00,-1.2916666666666667,78.70833333333333,13.479166666666666,1024.3,4.333333333333333,0.1,-5.4,2.2,7.6000000000000005,2.2188748944231738,463.0,391.0,17,-2.6395833333333334,-6.41
2025-02-05 07:00:00,-2.3125,78.95833333333333,8.729166666666666,1027.5458333333333,4.791666666666667,0.5,-5.9,1.1,7.0,2.4313732923918785,487.5,415.5,19,-3.185416666666667,-7.090000000000001
2025-02-06 07:00:00,-3.0375,82.875,20.6125,1035.4083333333333,7.958333333333333,0.0,-5.7,-1.1,4.6,1.2275151641673798,504.9,432.9,24,-5.09875,-7.8500000000000005
2025-02-07 07:00:00,-4.508333333333334,78.79166666666667,21.795833333333334,1041.7958333333333,7.916666666666667,0.0,-6.9,-2.9,4.0,1.1401436471918287,540.2,468.2,24,-6.687916666666667,-9.24
2025-02-08 07:00:00,-5.4125000000000005,75.70833333333333,19.716666666666665,1042.125,2.75,0.0,-7.8,-2.4,5.4,1.7032737021241855,561.9,489.9,24,-7.384166666666666,-9.46
2025-02-09 07:00:00,-6.075,72.375,17.429166666666667,1036.7458333333334,2.625,0.0,-8.8,-2.6,6.200000000000001,2.0028783635384437,577.8,505.8,24,-7.817916666666666,-10.100000000000001
2025-02-10 07:00:00,-6.316666666666666,71.20833333333333,13.566666666666668,1034.1666666666667,4.75,0.0,-8.2,-4.1,4.1,1.2253363927356107,583.6,511.6,24,-7.673333333333333,-9.75
2025-02-11 07:00:00,-5.7,70.66666666666667,14.541666666666666,1036.0416666666667,4.541666666666667,0.0,-7.6,-3.2,4.3999999999999995,1.4117519181006524,568.8,496.8,24,-7.154166666666668,-8.82
2025-02-12 07:00:00,-5.3875,76.04166666666667,9.658333333333333,1032.5958333333333,4.875,0.0,-7.6,-2.9,4.699999999999999,1.522101664889987,561.3,489.3,24,-6.353333333333333,-8.9
2025-02-13 07:00:00,-3.5875,74.91666666666667,5.883333333333333,1025.3916666666667,2.5416666666666665,0.0,-5.4,0.3,5.7,2.022334531308245,518.1,446.1,22,-4.175833333333333,-6.12
2025-02-14 07:00:00,1.4541666666666666,80.66666666666667,20.041666666666668,1017.5083333333333,7.208333333333333,2.9,-4.6,4.8,9.399999999999999,2.252916788958486,397.1,325.1,5,-0.5500000000000002,-5.609999999999999
2025-02-15 07:00:00,-4.045833333333333,79.91666666666667,18.333333333333332,1015.8916666666668,7.833333333333333,7.6000000000000005,-9.3,2.6,11.9,3.2797109054287703,529.1,457.1,20,-5.879166666666666,-10.24
2025-02-16 07:00:00,-6.595833333333334,74.625,9.358333333333333,1022.1708333333332,6.166666666666667,0.0,-12.5,-3.1,9.4,2.758461948050141,590.3,518.3,24,-7.531666666666666,-12.64
2025-02-17 07:00:00,-6.458333333333333,80.58333333333333,7.745833333333334,1027.1291666666666,6.041666666666667,0.4,-11.9,-3.3,8.600000000000001,3.0258188495256833,587.0,515.0,24,-7.232916666666667,-12.29
2025-02-18 07:00:00,-9.6875,82.0,6.670833333333333,1029.9291666666666,2.3333333333333335,0.0,-13.4,-3.7,9.7,3.2416196300749043,664.5,592.5,24,-10.354583333333332,-13.989999999999998
2025-02-19 07:00:00,-8.195833333333335,69.33333333333333,5.375,1030.3,1.5416666666666667,0.0,-13.1,-2.9,10.2,3.0735164914456545,628.7,556.7,24,-8.733333333333334,-13.89
2025-02-20 07:00:00,-5.245833333333334,74.91666666666667,14.525,1031.7375,7.083333333333333,2.5,-9.4,0.1,9.5,3.035010087608286,557.9,485.9,23,-6.698333333333333,-10.38
2025-02-21 07:00:00,-7.970833333333334,78.08333333333333,13.395833333333334,1038.4166666666667,1.75,0.0,-11.2,-4.4,6.799999999999999,2.123262290350203,623.3,551.3,24,-9.310416666666667,-12.389999999999999
2025-02-22 07:00:00,-9.200000000000001,80.875,14.137500000000001,1037.3625,5.125,0.0,-11.2,-6.7,4.499999999999999,1.51714835478762,652.8,580.8,24,-10.61375,-12.61
2025-02-23 07:00:00,-6.0625,73.875,18.470833333333335,1030.6375,6.791666666666667,0.0,-11.0,-3.4,7.6,1.835829986444942,577.5,505.5,24,-7.909583333333334,-12.620000000000001
2025-02-24 07:00:00,-4.929166666666666,65.16666666666667,16.1375,1025.0583333333334,2.3333333333333335,0.0,-8.6,-0.3,8.299999999999999,2.5980727249363076,550.3,478.3,24,-6.542916666666667,-10.04
2025-02-25 07:00:00,-7.9750000000000005,74.25,9.1,1024.7,7.291666666666667,0.0,-10.5,-4.6,5.9,2.094973279896013,623.4,551.4,24,-8.885,-11.22
2025-02-26 07:00:00,-6.429166666666667,75.125,6.883333333333333,1028.0291666666667,5.625,0.0,-9.7,-2.0,7.699999999999999,2.440862136830856,586.3,514.3,24,-7.1175,-10.22
2025-02-27 07:00:00,-4.358333333333333,72.75,4.670833333333333,1029.0166666666667,0.625,0.0,-9.5,1.0,10.5,3.5555121525128652,536.6,464.6,19,-4.8254166666666665,-9.9
2025-02-28 07:00:00,-2.2125,68.33333333333333,10.454166666666667,1029.175,2.25,0.0,-7.5,3.4,10.9,3.438441570651246,485.1,413.1,17,-3.2579166666666666,-8.4
2025-03-01 07:00:00,-1.5666666666666667,61.666666666666664,9.895833333333334,1029.9291666666666,7.791666666666667,0.0,-5.4,2.1,7.5,1.9315834159449659,469.6,397.6,19,-2.55625,-6.48
2025-03-02 07:00:00,-1.175,71.41666666666667,7.2625,1023.9375,7.333333333333333,0.1,-4.6,1.7,6.3,1.7906156337489314,460.2,388.2,17,-1.90125,-5.25
2025-03-03 07:00:00,1.7249999999999999,72.5,14.450000000000001,1021.7083333333334,6.625,0.0,-3.5,5.7,9.2,2.3090088217957145,390.6,318.6,3,0.27999999999999997,-4.29
2025-03-04 07:00:00,2.975,76.75,21.354166666666668,1019.4416666666666,7.458333333333333,0.0,0.8,6.4,5.6000000000000005,1.9687228258994187,360.6,288.6,0,0.8395833333333332,-1.33
2025-03-05 07:00:00,6.1499999999999995,58.875,21.504166666666666,1019.1374999999999,7.625,0.0,1.8,10.4,8.6,2.3702870858959715,284.4,212.4,0,3.9995833333333333,-0.21999999999999997
