account_id,appliance_group,profile_id
600236267,"ОП,ПГ,ВПГ",0
600236475,"ОП,ПГ,ВПГ",0
600236668,"ОП,ПГ,ВПГ",0
600239793,"ОП,ПГ,ВПГ",0
600208141,"ОП,ПГ,ВПГ",0
600210266,"ОП,ПГ,ВПГ",0
600210692,"ОП,ПГ,ВПГ",0
600211235,"ОП,ПГ,ВПГ",0
600218984,"ОП,ПГ,ВПГ",0
600221484,"ОП,ПГ,ВПГ",0
600224186,"ОП,ПГ,ВПГ",0
600225219,"ОП,ПГ,ВПГ",0
600225770,"ОП,ПГ,ВПГ",0
600225782,"ОП,ПГ,ВПГ",0
600226928,"ОП,ПГ,ВПГ",0
600226996,"ОП,ПГ,ВПГ",0
600227797,"ОП,ПГ,ВПГ",0
600229260,"ОП,ПГ,ВПГ",0
600230557,"ОП,ПГ,ВПГ",0
600232395,"ОП,ПГ,ВПГ",0
600232733,"ОП,ПГ,ВПГ",0
600236596,"ОП,ПГ,ВПГ",0
600201310,"ОП,ПГ,ВПГ",0
600208065,"ОП,ПГ,ВПГ",0
600212336,"ОП,ПГ,ВПГ",0
600217688,"ОП,ПГ,ВПГ",0
600218654,"ОП,ПГ,ВПГ",0
600220412,"ОП,ПГ,ВПГ",0
600222972,"ОП,ПГ,ВПГ",0
600223328,"ОП,ПГ,ВПГ",0
600223581,"ОП,ПГ,ВПГ",0
600225692,"ОП,ПГ,ВПГ",0
600227863,"ОП,ПГ,ВПГ",0
600227941,"ОП,ПГ,ВПГ",0
600230132,"ОП,ПГ,ВПГ",0
600230219,"ОП,ПГ,ВПГ",0
600232956,"ОП,ПГ,ВПГ",0
600235198,"ОП,ПГ,ВПГ",0
600235350,"ОП,ПГ,ВПГ",0
600237977,"ОП,ПГ,ВПГ",0
600241072,"ОП,ПГ,ВПГ",0
600243056,"ОП,ПГ,ВПГ",0
600243447,"ОП,ПГ,ВПГ",0
600218684,"ОП,ПГ,ВПГ",0
600219463,"ОП,ПГ,ВПГ",0
600222642,"ОП,ПГ,ВПГ",0
600223710,"ОП,ПГ,ВПГ",0
600226757,"ОП,ПГ,ВПГ",0
600233398,"ОП,ПГ,ВПГ",0
600233793,"ОП,ПГ,ВПГ",0
600239803,"ОП,ПГ,ВПГ",0
600241389,"ОП,ПГ,ВПГ",0
600243426,"ОП,ПГ,ВПГ",0
600244142,"ОП,ПГ,ВПГ",0
600246874,"ОП,ПГ,ВПГ",0
600247638,"ОП,ПГ,ВПГ",0
600249192,"ОП,ПГ,ВПГ",0
600217742,"ОП,ПГ,ВПГ",0
600218000,"ОП,ПГ,ВПГ",0
600218848,"ОП,ПГ,ВПГ",0
600220226,"ОП,ПГ,ВПГ",0
600221786,"ОП,ПГ,ВПГ",0
600223342,"ОП,ПГ,ВПГ",0
600225642,"ОП,ПГ,ВПГ",0
600227421,"ОП,ПГ,ВПГ",0
600232424,"ОП,ПГ,ВПГ",0
600233577,"ОП,ПГ,ВПГ",0
600234269,"ОП,ПГ,ВПГ",0
600234836,"ОП,ПГ,ВПГ",0
600240440,"ОП,ПГ,ВПГ",0
600242083,"ОП,ПГ,ВПГ",0
600243462,"ОП,ПГ,ВПГ",0
600243718,"ОП,ПГ,ВПГ",0
600243088,"ОП,ПГ,ВПГ",0
600243272,"ОП,ПГ,ВПГ",0
600249726,"ОП,ПГ,ВПГ",0
600251297,"ОП,ПГ,ВПГ",0
600251359,"ОП,ПГ,ВПГ",0
600252475,"ОП,ПГ,ВПГ",0
600252636,"ОП,ПГ,ВПГ",0
600259617,"ОП,ПГ,ВПГ",0
600262047,"ОП,ПГ,ВПГ",0
600239349,"ОП,ПГ,ВПГ",0
600241241,"ОП,ПГ,ВПГ",0
600241602,"ОП,ПГ,ВПГ",0
600243924,"ОП,ПГ,ВПГ",0
600244712,"ОП,ПГ,ВПГ",0
600244864,"ОП,ПГ,ВПГ",0
600245847,"ОП,ПГ,ВПГ",0
600252437,"ОП,ПГ,ВПГ",0
600255453,"ОП,ПГ,ВПГ",0
600255966,"ОП,ПГ,ВПГ",0
600257617,"ОП,ПГ,ВПГ",0
600258738,"ОП,ПГ,ВПГ",0
600241677,"ОП,ПГ,ВПГ",0
600242746,"ОП,ПГ,ВПГ",0
600244071,"ОП,ПГ,ВПГ",0
600244692,"ОП,ПГ,ВПГ",0
600245540,"ОП,ПГ,ВПГ",0
600246579,"ОП,ПГ,ВПГ",0
600249578,"ОП,ПГ,ВПГ",0
600251390,"ОП,ПГ,ВПГ",0
600253224,"ОП,ПГ,ВПГ",0
600257782,"ОП,ПГ,ВПГ",0
600258852,"ОП,ПГ,ВПГ",0
600260899,"ОП,ПГ,ВПГ",0
600246565,"ОП,ПГ,ВПГ",0
600246590,"ОП,ПГ,ВПГ",0
600256205,"ОП,ПГ,ВПГ",0
600260158,"ОП,ПГ,ВПГ",0
600261286,"ОП,ПГ,ВПГ",0
600262333,"ОП,ПГ,ВПГ",0
600264015,"ОП,ПГ,ВПГ",0
600264052,"ОП,ПГ,ВПГ",0
600265983,"ОП,ПГ,ВПГ",0
600266820,"ОП,ПГ,ВПГ",0
600267909,"ОП,ПГ,ВПГ",0
600244114,"ОП,ПГ,ВПГ",0
600245006,"ОП,ПГ,ВПГ",0
600245509,"ОП,ПГ,ВПГ",0
600246753,"ОП,ПГ,ВПГ",0
600250608,"ОП,ПГ,ВПГ",0
600250662,"ОП,ПГ,ВПГ",0
600253688,"ОП,ПГ,ВПГ",0
600254061,"ОП,ПГ,ВПГ",0
600255070,"ОП,ПГ,ВПГ",0
600255092,"ОП,ПГ,ВПГ",0
600256227,"ОП,ПГ,ВПГ",0
600260379,"ОП,ПГ,ВПГ",0
600261838,"ОП,ПГ,ВПГ",0
600262715,"ОП,ПГ,ВПГ",0
600264941,"ОП,ПГ,ВПГ",0
600265402,"ОП,ПГ,ВПГ",0
600266851,"ОП,ПГ,ВПГ",0
600271496,"ОП,ПГ,ВПГ",0
600271991,"ОП,ПГ,ВПГ",0
600272400,"ОП,ПГ,ВПГ",0
