year_month,op_per_m2_month
2024-10,0.8320126039407086
2024-11,2.927230769230769
2024-12,3.772484599589322
2025-01,3.6352411120110357
2025-02,4.171294830246394
2025-03,2.4816000000000003
2025-04,1.148458991460845
2025-05,0.14032322838060543
2025-06,0.06991404011461318
2025-07,0.07129840546697039
2025-08,0.07758112094395281
2025-09,0.1054214037395471
2025-10,1.2671491949422502
2025-11,2.2215240641711227
2025-12,3.7342818428184286
2026-01,4.710253901842375
