date,norm_weight,mean_op_m2,n_consumers
2025-01-17,0.03495449308377145,0.13392890070912006,1173
2025-01-18,0.035059115523543107,0.13392073108522853,1171
2025-01-19,0.03575539995424446,0.13196650046044395,1175
2025-01-20,0.033639840759187196,0.12825324598898305,1178
2025-01-21,0.03411726661568249,0.1295130816388322,1181
2025-01-22,0.03513932260554205,0.13134236371359975,1181
2025-01-23,0.03440778759736998,0.12796016250319978,1180
2025-01-24,0.033235562697121385,0.12471950174192199,1184
2025-01-25,0.03237205023689105,0.12184111668209713,1191
2025-01-26,0.031805051412116064,0.12006719625761372,1186
2025-01-27,0.031617611428890774,0.11942293756107825,1192
2025-01-28,0.031888201284242704,0.11769244067026682,1192
2025-01-29,0.030385743302191515,0.11345864206872686,1194
2025-01-30,0.02917013709256195,0.10786833111887235,1195
2025-01-31,0.028546773838208025,0.10310680038029253,1197
2025-02-01,0.028869583986054492,0.10883439076349335,1198
2025-02-02,0.028617227433993614,0.11491865858174896,1198
2025-02-03,0.029715166468528967,0.12403555387997053,1193
2025-02-04,0.031446233944942135,0.13103700889446956,1190
2025-02-05,0.03176654064142794,0.1348660657087496,1191
2025-02-06,0.034413124591234724,0.14834723731204658,1176
2025-02-07,0.03510432862372996,0.15445430426619086,1170
2025-02-08,0.035578770807581914,0.15857544336933793,1165
2025-02-09,0.03596142180488654,0.16031091652899945,1165
2025-02-10,0.03645005358730627,0.1615835786366027,1160
2025-02-11,0.03651441605233958,0.16194230805433887,1158
2025-02-12,0.03604683911520212,0.15995885004148983,1167
2025-02-13,0.035421610394005196,0.1564921368020778,1172
2025-02-14,0.03520799385531106,0.1550923865174956,1173
2025-02-15,0.03579521750022065,0.15807587249474978,1171
2025-02-16,0.03664062456191211,0.16138740766607468,1161
2025-02-17,0.037201749643566644,0.1641215121185724,1156
2025-02-18,0.038175992716723686,0.16573939378299735,1156
2025-02-19,0.0392029000341261,0.16890751180015864,1154
2025-02-20,0.038301016621257386,0.16976809145886593,1152
2025-02-21,0.03766709159315882,0.16765714722876113,1155
2025-02-22,0.03895729250670054,0.17185466231166427,1148
2025-02-23,0.03856367893812757,0.17085299825674524,1153
2025-02-24,0.03795510733138793,0.16767205595673224,1152
2025-02-25,0.03823239604877539,0.16887699471869533,1151
2025-02-26,0.03830601286863733,0.16824675210665924,1157
2025-02-27,0.03737436337213129,0.16452081240223135,1164
2025-02-28,0.03651324495673009,0.15985508965168466,1170
2025-03-01,0.06610281418059802,0.15445987483570034,1169
2025-03-02,0.06365266972826339,0.15074119965231858,1174
2025-03-03,0.05922980265856062,0.14316491691438532,1181
2025-03-04,0.055744339346808204,0.13779241992592328,1183
2025-03-05,0.04951142635306212,0.12390542006593855,1186
2025-03-06,0.041487683501156475,0.10629748552802037,1192
2025-03-07,0.03219046057968207,0.0857695980641493,1190
2025-03-08,0.028805390655498156,0.07901552757172406,1190
2025-03-09,0.02802186620358742,0.07651847116575976,1188
2025-03-10,0.029719572819990842,0.0815658353101645,1187
2025-03-11,0.030703504417936494,0.08424062782503952,1186
2025-03-12,0.024747121911016606,0.06902402926881197,1188
2025-03-13,0.022680957975543717,0.06295075907097075,1188
2025-03-14,0.01670581702495494,0.047551395277026766,1190
2025-03-15,0.01602829396579473,0.04662512459926317,1191
2025-03-16,0.022252479300470716,0.05935620396159988,1188
2025-03-17,0.03190648503639076,0.08661282577375966,1171
2025-03-18,0.04077895390601461,0.11099733152073038,1146
2025-03-19,0.041751425283716316,0.11351899770611701,1153
2025-03-20,0.03681029670263226,0.10021159264766574,1164
2025-03-21,0.028776327568365862,0.08079284938111655,1177
2025-03-22,0.028484811420333635,0.07884344892839402,1182
2025-03-23,0.03058331553383806,0.0851393362448642,1179
2025-03-24,0.03113660656446906,0.0872417155418965,1170
2025-03-25,0.030017039495751675,0.08276481452374149,1172
2025-03-26,0.019769436341682003,0.05705097354657645,1183
2025-03-27,0.017668972871788032,0.0519597958784866,1183
2025-03-28,0.015530793322132015,0.04572483199380211,1183
2025-03-29,0.016516178651666935,0.047173923492330475,1178
2025-03-30,0.020866624617769558,0.05814673551784743,1170
2025-03-31,0.021818532060524594,0.06056607236550936,1165
2025-04-01,0.043229708262653765,0.05463989965352498,1157
2025-04-02,0.0344604703496174,0.04693135983285779,1165
2025-04-03,0.03926764412110243,0.05266031757434732,1166
2025-04-04,0.027780316385649283,0.03720580722624232,1174
2025-04-05,0.031319575073624754,0.04101532183913696,1170
2025-04-06,0.05231881920256063,0.06631318508675815,1166
2025-04-07,0.06692344572691304,0.08220118789546406,1157
2025-04-08,0.08014170859372952,0.09760260445838485,1133
2025-04-09,0.09139503933200435,0.1101015359115498,1122
2025-04-10,0.0876348608016357,0.10803678161232878,1128
2025-04-11,0.0810779515292023,0.10209627129059536,1121
2025-04-12,0.07811183637907385,0.0936951408660201,1140
2025-04-13,0.06255082690754524,0.07750303049202299,1162
2025-04-14,0.04165130861315585,0.05475014532856917,1168
2025-04-15,0.02555954750452708,0.036839883478485574,1166
2025-04-16,0.020384628070830507,0.028895516554023674,1166
2025-04-17,0.014749754246720129,0.02055910185780017,1164
2025-04-18,0.011691015957658613,0.015125544244142081,1163
2025-04-19,0.01612423227080377,0.015439359695094947,1154
2025-04-20,0.007254412416333049,0.008844252643321972,1163
2025-04-21,0.005875792610080663,0.008450728142299711,1164
2025-04-22,0.007477631885243161,0.008954200279134836,1160
2025-04-23,0.006176304788660741,0.008087109979343513,1159
2025-04-24,0.0070973474277294625,0.007496380591133537,1162
2025-04-25,0.0055397570669436375,0.00692625680110435,1162
2025-04-26,0.008692455212040607,0.009842576235381371,1153
2025-04-27,0.01150246752911044,0.014461666531485198,1110
2025-04-28,0.013096616946105089,0.016920069737105296,1069
2025-04-29,0.011110060463960863,0.015547476092635668,1089
2025-04-30,0.009804464324783976,0.01306330700357602,1120
2025-05-01,0.03228075781845496,0.009693274533953978,1088
2025-05-02,0.03285389743777273,0.011552341490404936,1084
2025-05-03,0.03936889758946968,0.011045269609038982,1094
2025-05-04,0.03504626481840079,0.009992118660942708,1096
2025-05-05,0.02601369294328345,0.007823802408911344,1100
2025-05-06,0.027237900172073875,0.008050458310548578,1099
2025-05-07,0.026716870239772227,0.008818948588048882,1098
2025-05-08,0.026645669311854563,0.009259584354070469,1098
2025-05-09,0.037472963513790834,0.01364927326004967,1067
2025-05-10,0.048526464747613275,0.015831008941383642,1071
2025-05-11,0.05154687642003936,0.017736625437230646,1061
2025-05-12,0.05565157802065546,0.019922702644226263,1036
2025-05-13,0.04759728623748973,0.017660052745891115,1049
2025-05-14,0.04938876985690124,0.016943916312491532,1066
2025-05-15,0.04720401130628525,0.01473933760577177,1079
2025-05-16,0.031483544799111536,0.010737005608219373,1091
2025-05-17,0.04264986185370369,0.013389440471978325,1072
2025-05-18,0.04534711733598187,0.013766359643387243,1077
2025-05-19,0.032397616050377054,0.010868942864041956,1088
2025-05-20,0.029674471180366254,0.011608365744704427,1078
2025-05-21,0.025574482451546452,0.009151458247882539,1087
2025-05-22,0.023334772846816162,0.0073019759817651115,1098
2025-05-23,0.0210414346474276,0.005562358747247474,1094
2025-05-24,0.02546534501984823,0.0055854230977268856,1090
2025-05-25,0.02316006374857822,0.0057732495470208065,1096
2025-05-26,0.02007251256059392,0.005077908068442105,1093
2025-05-27,0.016782920623522903,0.004628695603465477,1092
2025-05-28,0.018649996945727713,0.0051701352879617805,1090
2025-05-29,0.017774312219087495,0.00485043202198058,1092
2025-05-30,0.018837233094642702,0.004321983535503289,1090
2025-05-31,0.024202414188810778,0.0054782453025632605,1088
2025-06-01,0.05023482235942726,0.006248981628301756,1077
2025-06-02,0.033959003163399545,0.005297730418027824,1078
2025-06-03,0.03042811359462958,0.004992119548002349,1074
2025-06-04,0.030323951478353196,0.004860517954396859,1076
2025-06-05,0.028274535369479614,0.004911904515631657,1075
2025-06-06,0.028538232922978565,0.004652382067218764,1076
2025-06-07,0.033567547527587116,0.004878453760015772,1071
2025-06-08,0.03750026765585473,0.004812860378811144,1068
2025-06-09,0.025275157141504773,0.0039005965378897086,1069
2025-06-10,0.026450244971316213,0.003983039578727512,1068
2025-06-11,0.025388479906240855,0.0043110383903530464,1072
2025-06-12,0.026367017336166566,0.0045504289346297655,1074
2025-06-13,0.025602697931041755,0.004441091719675887,1074
2025-06-14,0.03911894831426505,0.005150498299008125,1067
2025-06-15,0.0430088436188522,0.005613276182247107,1066
2025-06-16,0.03299762309906564,0.004898952271658918,1075
2025-06-17,0.029284316541607708,0.004592457766201684,1074
2025-06-18,0.03156229317008891,0.004422251751855656,1074
2025-06-19,0.028983002543952776,0.004331040512655246,1071
2025-06-20,0.0292296130877561,0.004507992562964676,1069
2025-06-21,0.04064955985598641,0.005037615904581771,1076
2025-06-22,0.04389853394982169,0.0054798993199828335,1071
2025-06-23,0.0371158366498689,0.005104911822046551,1073
2025-06-24,0.028710879983637954,0.004474452929121584,1073
2025-06-25,0.03042504293902642,0.0045988051540722654,1071
2025-06-26,0.035811408701846834,0.004862565396677252,1075
2025-06-27,0.02839355459437649,0.0042384563930160475,1072
2025-06-28,0.03526667794665111,0.004916821812325977,1070
2025-06-29,0.047324639022075926,0.006010587073163234,1068
2025-06-30,0.03630915462314027,0.004982390134488846,1075
2025-07-01,0.04504669582583436,0.005393103231003002,1082
2025-07-02,0.039275073084342665,0.005349749565351804,1083
2025-07-03,0.04559483941218293,0.00572696002875724,1085
2025-07-04,0.03853247708334213,0.004887075124040993,1086
2025-07-05,0.04623740638084306,0.005772688184266299,1081
2025-07-06,0.04765986943175772,0.0057897729449485815,1083
2025-07-07,0.030481636466692916,0.0044636313078737135,1082
2025-07-08,0.038508848045099235,0.00448827001726971,1085
2025-07-09,0.03533170383017954,0.004524313923011169,1081
2025-07-10,0.026742122795867896,0.0041366873272646616,1082
2025-07-11,0.026285291763646978,0.003930643390978811,1082
2025-07-12,0.029799953219176605,0.004195894632977399,1080
2025-07-13,0.03400430333223326,0.004467812617506503,1077
2025-07-14,0.026898379707556486,0.004029573903053979,1080
2025-07-15,0.024243331187369228,0.0036542317799130052,1083
2025-07-16,0.02567868537919532,0.0038993237614670857,1085
2025-07-17,0.02830972918504446,0.0039470544841130354,1082
2025-07-18,0.03026358678106722,0.003893398410024472,1085
2025-07-19,0.036072977481691144,0.004555197576261397,1085
2025-07-20,0.03549870356606446,0.004815054130367137,1079
2025-07-21,0.03006363512906609,0.004242224082432945,1079
2025-07-22,0.02572591095402729,0.0040402879189194545,1079
2025-07-23,0.0284429401794926,0.004009118347619159,1075
2025-07-24,0.025907107166062166,0.0036997968646936214,1076
2025-07-25,0.028516214380897367,0.0037721764963473273,1077
2025-07-26,0.031646754777583115,0.0039086882209651294,1072
2025-07-27,0.03337911107363654,0.004254241972605854,1072
2025-07-28,0.0246340982961671,0.003448378667090145,1079
2025-07-29,0.023149730063173966,0.003508428530682617,1074
2025-07-30,0.027189930485429867,0.003786898398946831,1076
2025-07-31,0.0308789535352762,0.003995048078626478,1076
2025-08-01,0.025000399734822064,0.0035123146584154167,1096
2025-08-02,0.03153591762100659,0.004320159201779059,1092
2025-08-03,0.03710950799691854,0.004995169841655214,1097
2025-08-04,0.032549938445405546,0.004149704653091103,1097
2025-08-05,0.028927410546078915,0.0037363590844487087,1094
2025-08-06,0.0264152333240787,0.0037758851333787114,1094
2025-08-07,0.0256774890843194,0.004014368568021035,1095
2025-08-08,0.027456902554642202,0.003724855527512891,1095
2025-08-09,0.03272821935872471,0.004349261419308465,1092
2025-08-10,0.038566294273897024,0.0046946786270986906,1084
2025-08-11,0.034781869764554614,0.004464486714324531,1090
2025-08-12,0.028312179962441064,0.004191561251946503,1097
2025-08-13,0.03047380650241989,0.004339866576629369,1099
2025-08-14,0.030136297538782022,0.00439601144500152,1095
2025-08-15,0.02949170837240126,0.004303532364029376,1103
2025-08-16,0.036717902693714624,0.004837992616843561,1104
2025-08-17,0.039486708195544104,0.005097776005032371,1095
2025-08-18,0.030823964524716276,0.004107870864486782,1100
2025-08-19,0.028777649910094325,0.0041142665539480126,1104
2025-08-20,0.02892044392624929,0.004261346245397897,1103
2025-08-21,0.028330502238291425,0.00424752489948716,1102
2025-08-22,0.02758733538261933,0.004163835901975545,1102
2025-08-23,0.03642922733129451,0.004807194793155318,1100
2025-08-24,0.04286969550835014,0.005474570110445247,1096
2025-08-25,0.034735397712086884,0.004890529616491955,1103
2025-08-26,0.03358662235630391,0.004728233233602414,1101
2025-08-27,0.0366528162331849,0.004691497598383816,1096
2025-08-28,0.031149130260681973,0.004635947871874478,1102
2025-08-29,0.030900945765232276,0.0044830505302605106,1102
2025-08-30,0.03710778355880697,0.004862532162193889,1102
2025-08-31,0.036760699322336554,0.00511538973986544,1098
2025-09-01,0.027555073750332844,0.004222466138900879,1111
2025-09-02,0.021802383393385347,0.003731011297314702,1110
2025-09-03,0.021100168701150807,0.004042767631546012,1108
2025-09-04,0.022769938045627807,0.004136873762642913,1104
2025-09-05,0.02800191882330194,0.003935745694238139,1106
2025-09-06,0.028600792261006664,0.004757457145743528,1103
2025-09-07,0.03194937160605226,0.0053147356324098095,1104
2025-09-08,0.0239973439955769,0.004395958538642519,1108
2025-09-09,0.024633287348704715,0.004294916311471494,1104
2025-09-10,0.022394149003179275,0.004382076145827548,1106
2025-09-11,0.024595818941253067,0.004435458893649,1110
2025-09-12,0.02316100506555535,0.004188048291617174,1111
2025-09-13,0.03203086560372653,0.005229950031938837,1107
2025-09-14,0.03414160692238661,0.005481761856875594,1106
2025-09-15,0.025819505985728946,0.004485043680405181,1105
2025-09-16,0.02522291200871016,0.004683461606378231,1105
2025-09-17,0.022927322720550033,0.004589551448847335,1107
2025-09-18,0.023453716359261703,0.005078411257276195,1099
2025-09-19,0.026660779858755822,0.0048934030551188385,1105
2025-09-20,0.03152264635181718,0.005525811503147727,1098
2025-09-21,0.03757837123268469,0.005874020022045099,1095
2025-09-22,0.024363168820225975,0.004664729126518818,1107
2025-09-23,0.024183432367589186,0.004769833466328134,1107
2025-09-24,0.023743951644238502,0.0051476812765946746,1109
2025-09-25,0.030739348550020675,0.006450127022367254,1105
2025-09-26,0.033771435354129756,0.008293491562498123,1106
2025-09-27,0.05371060548642933,0.012137779180649686,1093
2025-09-28,0.06657277375486267,0.015034884988609101,1085
2025-09-29,0.07486173816638153,0.018153146384226933,1057
2025-09-30,0.10813456787737373,0.024368769373096382,1021
2025-10-01,0.02012796877571638,0.02836562274539078,987
2025-10-02,0.017451032629566498,0.024183798453133173,1062
2025-10-03,0.013892676322359167,0.0196814635513003,1101
2025-10-04,0.014463702943304856,0.016054155197932463,1123
2025-10-05,0.014526825550339304,0.016715537852328415,1131
2025-10-06,0.011566869898621048,0.016226292271362294,1138
2025-10-07,0.010732805589486163,0.014615180174039961,1137
2025-10-08,0.010685141008669482,0.014939418543078757,1137
2025-10-09,0.009479172110180067,0.012696368730732162,1135
2025-10-10,0.011917420186466882,0.017818314024619145,1125
2025-10-11,0.01664915501850807,0.023606158537333995,1126
2025-10-12,0.019333058160898836,0.02681782787415622,1124
2025-10-13,0.023126039606737543,0.03785096607332973,1116
2025-10-14,0.03015376043348124,0.049476203620165166,1115
2025-10-15,0.03509739849506899,0.05489283645885986,1114
2025-10-16,0.04135156470609349,0.05996006043497735,1115
2025-10-17,0.04303100230714493,0.058065765103534235,1116
2025-10-18,0.04080636458637464,0.057082951544324634,1113
2025-10-19,0.04681385071517477,0.06516207483980622,1098
2025-10-20,0.05153314164917992,0.07374796949482916,1099
2025-10-21,0.05233067876717565,0.07425528073622467,1104
2025-10-22,0.04994664934762787,0.06892101194987467,1113
2025-10-23,0.04265067632435232,0.060584213036445456,1123
2025-10-24,0.03634621012684791,0.05224700662269744,1124
2025-10-25,0.042935842085231136,0.056460915085443104,1123
2025-10-26,0.04378101880055868,0.05938201416482948,1122
2025-10-27,0.04776972355013084,0.06274865075487954,1121
2025-10-28,0.05074964035147273,0.06677191869647994,1124
2025-10-29,0.05102675230933828,0.06725837233694695,1118
2025-10-30,0.05047596858607576,0.0653416782358875,1123
2025-10-31,0.04924788905781665,0.06159488630302144,1120
2025-11-01,0.030024275730123173,0.06402116438220525,1135
2025-11-02,0.03108264244797067,0.0674514111203002,1125
2025-11-03,0.03016151778799239,0.06922498746793714,1132
2025-11-04,0.032770424943025143,0.07691859709580669,1118
2025-11-05,0.030758656888570997,0.07419719222372381,1118
2025-11-06,0.031487523858844554,0.07476541812052447,1121
2025-11-07,0.030901002041246454,0.07182863995738868,1125
2025-11-08,0.03043381258876459,0.07416455622636568,1115
2025-11-09,0.03234468930985886,0.07684979050036662,1114
2025-11-10,0.029798314092890438,0.07271859266334946,1120
2025-11-11,0.027936569360601696,0.06762059514244928,1122
2025-11-12,0.02931802553982969,0.07023055108218687,1118
2025-11-13,0.031070467119683427,0.07440889880158885,1114
2025-11-14,0.032514101530815256,0.07819446073423808,1112
2025-11-15,0.03501352352578893,0.08378217617555614,1102
2025-11-16,0.034719096834072156,0.08233635462617726,1106
2025-11-17,0.03126508160106349,0.07617432512823626,1103
2025-11-18,0.027043427064892434,0.06691104507800905,1105
2025-11-19,0.03447661326595986,0.08251944731218024,1093
2025-11-20,0.03735863615467224,0.0878161196882164,1096
2025-11-21,0.03271951154455336,0.07770259490369377,1104
2025-11-22,0.030003448676956493,0.07250856001866379,1105
2025-11-23,0.030652000338959803,0.07391997042974605,1100
2025-11-24,0.03341591858103449,0.07896183572347734,1107
2025-11-25,0.036156226810022674,0.08504281541227908,1105
2025-11-26,0.03958714226530164,0.09001134887647111,1106
2025-11-27,0.03620457132164791,0.08342906617385897,1108
2025-11-28,0.037330678912427195,0.08267647372919866,1107
2025-11-29,0.04397746234353557,0.09504281938015133,1098
2025-11-30,0.04947463751889431,0.10232002937871469,1101
2025-12-01,0.027575848371920838,0.09725286823532084,1112
2025-12-02,0.026568082714980117,0.0926448504009461,1114
2025-12-03,0.026923932905085234,0.0972160776989106,1111
2025-12-04,0.027116388377022096,0.10265877096619042,1104
2025-12-05,0.028968924587918797,0.11070888301304348,1103
2025-12-06,0.029405294012905626,0.11206528972973129,1101
2025-12-07,0.03029423665294697,0.11692781715750754,1099
2025-12-08,0.030048290586255442,0.12024481752803083,1090
2025-12-09,0.03025442779340629,0.11938118224442212,1101
2025-12-10,0.03015544505208256,0.12196021943312343,1091
2025-12-11,0.029766061463698312,0.11807205083986573,1103
2025-12-12,0.0284330119020051,0.11289270589753775,1107
2025-12-13,0.0315759430851,0.12442033183892758,1095
2025-12-14,0.033452629171520094,0.13523519952990054,1079
2025-12-15,0.03267668332950343,0.13294697881738254,1091
2025-12-16,0.03195944881305458,0.12906016841863696,1096
2025-12-17,0.03150212645879209,0.12908359584376775,1095
2025-12-18,0.030580147275401558,0.12227788709330052,1105
2025-12-19,0.02924755603457418,0.11851451415318123,1091
2025-12-20,0.030369078167172003,0.1252320164739853,1081
2025-12-21,0.03257200667412235,0.12897808677405442,1081
2025-12-22,0.030734543804733925,0.12378147591638419,1081
2025-12-23,0.031820483306769135,0.1273149908092777,1085
2025-12-24,0.034565297490649224,0.13907703869549237,1063
2025-12-25,0.03828864203925294,0.14835983236808872,1042
2025-12-26,0.039076155908009974,0.15383017704715424,1049
2025-12-27,0.03785400549590178,0.15082181789422777,1063
2025-12-28,0.03732222963081366,0.15122486405587915,1046
2025-12-29,0.03783055464116839,0.15215496170243945,1042
2025-12-30,0.03935507031506211,0.1539738318214421,1029
2025-12-31,0.04370745393817124,0.16349096381895856,1015
2026-01-01,0.037137721536745015,0.16572955111737536,1012
2026-01-02,0.03489165636072367,0.16167331536066373,1028
2026-01-03,0.03615172049771798,0.15142924403473249,1046
2026-01-04,0.033259219038742925,0.14839951701980197,1036
2026-01-05,0.03237265543078277,0.1438039742887927,1040
2026-01-06,0.03331722758514065,0.14151165900325607,1057
2026-01-07,0.032486784958032346,0.12718040916758647,1054
2026-01-08,0.03028529467494723,0.13287844464503404,1043
2026-01-09,0.028978750714215656,0.1379665123574761,1027
2026-01-10,0.02949579395804394,0.13948350779914256,1027
2026-01-11,0.031663121095526596,0.15647031089971222,981
2026-01-12,0.031749228746678584,0.16434129429849442,956
2026-01-13,0.03192939649951518,0.16897098481660258,943
2026-01-14,0.031663527841229035,0.16837620922400817,959
2026-01-15,0.03148983591963374,0.16901259169808233,941
2026-01-16,0.033278071123358406,0.17744973529088895,895
2026-01-17,0.03330868760585282,0.18431759067948061,853
2026-01-18,0.0338322556147563,0.18353606954854312,886
2026-01-19,0.03474634008642427,0.18358621124579078,887
2026-01-20,0.03285509975539736,0.17933795702722471,902
2026-01-21,0.03280222427020085,0.1776566581776018,914
2026-01-22,0.032603632914585526,0.17770055827835127,924
2026-01-23,0.03253069294195094,0.17685782944390607,913
2026-01-24,0.03244791577956458,0.17668444769210254,911
2026-01-25,0.03221092383347377,0.17721616648484553,913
2026-01-26,0.031899454984673115,0.17440262235909368,909
2026-01-27,0.032294467424800744,0.1751343941737894,920
2026-01-28,0.030835896944036677,0.15979170993628714,960
2026-01-29,0.029174965067478905,0.14999163108119165,967
2026-01-30,0.028388948150511194,0.13978859788161602,962
2026-01-31,0.02991848864525926,0.15472202782518027,923
